"Gene.name","baseMean","log2FoldChange","pvalue","padj","Control_1","Control_2","Activated_1","Activated_2"
"Cux1",850.219826835723,0.446465879491519,0.00925182082614959,0.0387417761923767,773.15,666.932,1031.523,929.274
"Ubn1",894.165451327976,0.446452826699112,0.00716785275159062,0.0314553102081233,810.948,703.692,1028.441,1033.58
"Naca",2944.14312602486,0.446173676665858,0.00071441555556583,0.0045364969011985,2530.204,2455.046,3384.301,3407.022
"Pilra",74.7708083217194,0.446037201158039,0.274103686555793,0.473205615371937,74.451,52.514,80.138,91.979
"Utp6",520.677750633299,0.445996926048642,0.0166925605750982,0.0617801533003208,422.655,458.625,603.092,598.339
"A330069E16Rik",6.33193954863203,0.445847007909735,0.729880083030036,NA,4.582,6.127,5.137,9.482
"Ppp3r1",2422.31395072291,0.445652736553427,0.00111006017406046,0.00657478505500108,2039.97,2062.064,2894.224,2692.998
"Gbp3",89.6103775836684,0.445307707574391,0.225072757712702,0.4156517532052,80.178,71.77,95.549,110.944
"Ceacam1",161.809810903091,0.445211914464128,0.120504460064343,0.27156746741773,146.612,127.785,174.66,198.182
"2700081O15Rik",33.0147321372084,0.4450453907948,0.461366499902512,0.658689718435419,29.781,26.257,26.713,49.308
"Fen1",92.7529752827589,0.445033706167296,0.229716252653944,0.422283415068755,67.579,89.274,96.577,117.582
"Ube2j1",1331.52800999073,0.444620157651746,0.00638188478937362,0.0288302576827708,1239.33,1017.903,1456.873,1612.006
"Rac2",2766.02491363904,0.444577087942977,0.00159498454722671,0.00895721493007098,2317.158,2369.272,2963.061,3414.608
"Runx1",1385.70673527076,0.444343867409753,0.00814291750565368,0.0348802789002556,1329.818,1019.654,1595.573,1597.782
"Dnttip1",172.660106579131,0.444245819686433,0.106536677449705,0.249656285917501,145.467,147.04,207.538,190.596
"Ppfia3",4.3469670490118,0.443765287862177,0.786968020268939,NA,1.145,6.127,8.219,1.896
"Tagln",38.6338111552636,0.443498936229491,0.419137303023135,0.621146277379089,28.635,36.76,36.987,52.153
"Vrk3",233.852490432792,0.443413827657143,0.068890131142625,0.1824662079873,195.865,200.43,277.402,261.714
"Ndufa11",100.265415449432,0.443252963538168,0.221276009702357,0.411304566421694,82.469,87.524,94.522,136.546
"Farsa",197.882003915174,0.443009511239824,0.0971652075858804,0.233805129670778,151.194,183.8,239.387,217.147
"Tomm70a",599.729258638948,0.442597020115337,0.0187663582695248,0.0680147069701446,459.308,556.652,719.19,663.767
"Arfgap2",429.752138381847,0.442590402493315,0.0240568982336258,0.0822367871773015,369.966,358.848,495.213,494.981
"Aprt",78.8838603871176,0.442362780714883,0.277304093844776,0.47667966496675,79.033,55.14,77.056,104.306
"Cds1",62.3211881069187,0.442343422409161,0.331924102965235,0.537157724443142,67.579,38.511,73.974,69.221
"Tars",269.70067847316,0.442195317339553,0.0697988622494861,0.184099246672995,208.464,248.568,279.457,342.314
"Ppm1l",13.3574110411723,0.441842714391876,0.626821305499457,NA,14.89,7.877,16.439,14.224
"Romo1",143.325506231901,0.441696292993139,0.157907747232601,0.328459029525876,117.977,125.159,137.673,192.492
"Rc3h2",1328.28002906412,0.441526682166057,0.00315546745785433,0.0159867347666741,1082.41,1170.195,1545.23,1515.285
"Cwc22",420.712593425838,0.441150634927516,0.036746258076323,0.113897629110388,357.367,356.222,543.502,425.759
"Ptplb",219.722975288155,0.440903176990404,0.0773677381683641,0.198325770841905,180.974,191.677,256.853,249.387
"Rps24",6602.76547987577,0.439743605098142,0.00138564911204432,0.00795481549060737,5680.074,5528.886,6926.823,8275.279
"9430008C03Rik",92.2348443983488,0.439526462503549,0.235169830459464,0.429104728544278,81.324,75.271,122.262,90.083
"Ubxn1",298.444410792311,0.439383205997573,0.0549791920971037,0.155668998428626,256.571,250.318,312.334,374.554
"Sptlc2",1132.63082987698,0.439340044963155,0.00400062350525603,0.0194693416138538,941.525,981.143,1319.199,1288.656
"Ero1lb",830.393074691096,0.439200364922408,0.0120198995870923,0.0477665341991822,735.351,674.809,1042.825,868.587
"Nme1",178.976475792489,0.439009331502574,0.109966528057176,0.255144013374038,153.485,150.541,189.044,222.836
"Tcf7l2",592.914051235903,0.438940535459401,0.0198486465035904,0.071012984684276,554.377,453.374,668.846,695.059
"Prpf8",4762.15310235701,0.438530092037043,0.0005562102541274,0.00363415300540538,4074.213,4013.847,5363.099,5597.453
"Zfp184",3.4235951175015,0.43838628102242,0.798316163988164,NA,2.291,3.501,4.11,3.793
"Mettl6",139.451057699911,0.43833047828782,0.155350861821608,0.3246801411479,113.395,123.409,141.783,179.217
"Nefh",5.16695702082035,0.43827167766021,0.771922428225906,NA,8.018,0.875,5.137,6.638
"Fyttd1",590.02236102966,0.438168677763726,0.0169182500478992,0.0623810084305284,465.035,536.522,672.956,685.577
"Parvb",39.6364956649673,0.438040819964887,0.413477509201702,0.616545334780734,33.217,34.134,39.042,52.153
"BC125332",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Dnmt3l",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Gm16793",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Plekhf1",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Ttc25",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Zfp114",1.71179755875075,0.437966135646408,0.853676894507785,NA,1.145,1.75,2.055,1.896
"Mrps18a",98.997854395465,0.437960861244178,0.239313232924783,0.434396825112965,82.469,85.773,88.358,139.391
"Ythdf1",596.385944290869,0.437952580900952,0.0192229944574517,0.0692756816226129,523.451,490.134,625.695,746.264
"D16Ertd472e",354.996404540887,0.437699899354903,0.0626419669223845,0.170910253449338,297.806,305.458,335.964,480.757
"Vcan",14.0944785879759,0.437648901178062,0.615205382300499,NA,12.599,11.378,14.384,18.017
"Slc7a6",150.32161226102,0.437625044671675,0.147940256155422,0.313811786749889,112.25,142.664,188.017,158.356
"Stxbp3a",1009.98947369056,0.437440579354903,0.0133238423410164,0.0518266370126503,753.678,961.013,1232.896,1092.371
"Pak2",3073.17537110822,0.437309216446629,0.00097756845581158,0.0059128973097749,2589.765,2631.844,3643.209,3427.883
"Gng5",434.37544186087,0.437054724873695,0.0307731593900529,0.0996013252681335,344.768,392.982,471.583,528.169
"Dnajb6",613.764584626944,0.437048615498565,0.0224155172857468,0.0777794038297548,578.431,465.627,664.737,746.264
"S100a9",101.492315911912,0.436992117019011,0.768059424053639,0.871584944094607,160.357,12.253,87.33,146.029
"Kif13b",283.968143071795,0.436980508858195,0.068909213641274,0.182472136733298,254.28,228.437,366.787,286.368
"1700012D01Rik",4.7470651669817,0.436877668124963,0.76613125317871,NA,4.582,3.501,6.164,4.741
"Trappc3",334.024905105286,0.436843438395896,0.0555188038381235,0.156827953579763,264.589,302.833,340.074,428.604
"Mllt1",175.895066817726,0.43678371547493,0.131333250664691,0.289055892818082,125.995,172.422,188.017,217.147
"Ssrp1",664.993670998524,0.436203719407242,0.0151608910531508,0.0572257605500986,583.012,547.9,707.888,821.175
"Cntf",3.03526760823094,0.436141483665461,0.811196131022589,NA,3.436,1.75,4.11,2.845
"Ahcyl1",902.590136041139,0.436044979310464,0.00674640713648413,0.0299945971140309,792.622,742.203,1043.852,1031.684
"Pbk",113.186354635083,0.4359910864858,0.318662020851022,0.522421454042717,48.107,143.539,115.07,146.029
"Itm2c",594.339381767665,0.435594094296749,0.0377725077927327,0.11637928808836,594.466,417.489,639.051,726.351
"Taf10",212.880346738093,0.435471505217157,0.101412877544199,0.241557982066031,168.375,193.428,214.729,274.989
"Fcf1",394.490919339525,0.435239900965122,0.0428062918587932,0.128561286306157,295.515,374.602,435.623,472.223
"Copz1",706.102018759744,0.435216976631422,0.0136839883466587,0.0528291681252152,553.232,646.802,800.355,824.019
"Tpp2",1326.13750830643,0.435089159673613,0.00748342107001128,0.0326228975659687,1114.481,1140.437,1687.013,1362.619
"Usp7",1716.53638565413,0.434587485942839,0.00369233181774298,0.0181648640243459,1411.142,1508.037,2109.28,1837.687
"Ap2b1",1700.26500089458,0.434286727585333,0.0026202414704265,0.0136795546260869,1431.759,1460.774,1868.865,2039.661
"Tmed2",279.422446000414,0.434103492659176,0.0626812920662992,0.170910253449338,258.862,217.059,317.471,324.298
"Immp2l",40.6274095659718,0.433958702073021,0.408443581997292,0.612258624290682,33.217,35.885,43.151,50.257
"H2-Ke2",81.8214278987514,0.433938468417923,0.252671380361353,0.449973543227773,71.015,68.269,89.385,98.617
"Tm2d3",77.7883542103748,0.433735119427376,0.280121138769501,0.480150679792722,54.98,77.021,97.604,81.549
"Trem3",17.2251050287392,0.433510753715422,0.58586523526209,0.751976077440073,12.599,16.63,22.603,17.068
"Tmem115",65.0404217400776,0.432184021295354,0.306418839342728,0.509350205094334,53.834,56.891,68.837,80.6
"Pabpc1",12418.3347694862,0.432177117526524,0.000510594339652254,0.00338510922977532,10700.393,10444.229,13658.437,14870.28
"1700054N08Rik",15.1249799607179,0.431901835592767,0.609513114165332,NA,12.599,13.129,20.548,14.224
"Psmd3",188.642608758632,0.431841764872008,0.110371580610163,0.25586461218701,155.775,165.42,197.263,236.111
"Stard4",110.252799104551,0.431640774080279,0.207735345009949,0.394668009907537,82.469,105.029,115.07,138.443
"Set",1254.19608724434,0.431503895083709,0.00593772292427048,0.0270949252058223,1028.576,1107.178,1344.884,1536.147
"Ywhaq",528.052937649732,0.431266213622489,0.0222182615405583,0.0772930081146012,419.219,479.631,597.955,615.407
"Pebp1",131.007962893195,0.431093346662726,0.168408527493225,0.343373766115642,115.686,107.654,136.646,164.045
"Prkar1b",6.43906898986369,0.430969738466908,0.733506517975516,NA,5.727,5.251,7.192,7.586
"A930038C07Rik",10.231197880767,0.430967763662184,0.673345273645049,NA,6.872,10.503,10.274,13.275
"Gcfc1",2515.42027385459,0.430784017471602,0.00348719547643927,0.0173288021083792,2235.835,2049.81,3129.502,2646.534
"Nipa2",811.491185250083,0.43051840253993,0.013520294432488,0.0524213849631861,656.318,725.573,1006.865,857.208
"Tfec",22.0477352923845,0.43048705256242,0.555730036721287,0.730432357170796,13.745,23.631,31.85,18.965
"Cd300ld",541.722117790202,0.430154706718931,0.0208896419435545,0.0737365562641011,459.308,463.877,585.626,658.078
"C1rl",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Colec12",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Gpr156",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Nebl",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Slc38a5",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Snhg10",1.32347004948019,0.429964171907362,0.881689407700438,NA,2.291,0,2.055,0.948
"Nop2",289.247732287053,0.429846580054255,0.0556551177348883,0.157090122569579,249.699,243.316,334.937,329.039
"Hdac1",1103.91472350568,0.429809891220102,0.00758821011444351,0.03296033687641,878.527,1002.149,1210.293,1324.689
"Rps2",2461.84822143562,0.429586010628669,0.00547517677595406,0.0253472606897053,1949.483,2245.864,2554.15,3097.896
"Tmed7",813.901557104948,0.429569173176925,0.00932457066833826,0.0390011868919337,670.063,716.821,919.535,949.187
"Orm3",61.0347636154833,0.429082291947944,0.388175280819506,0.592936099424381,67.579,36.76,91.44,48.36
"Bag6",1237.99518984152,0.428824604035212,0.00760710956170912,0.0330027304293131,1149.989,961.888,1379.817,1460.288
"Nmnat3",22.669650270787,0.428392610244165,0.541896899132675,0.720202319752701,14.89,23.631,24.658,27.499
"Rab18",371.796793639774,0.428334485860415,0.0419756216662268,0.126522512384595,308.115,325.589,456.172,397.312
"Ripk1",651.887582024425,0.42811486566181,0.0177655284322409,0.0649743313661263,597.902,514.641,721.244,773.763
"Dnajb2",103.440381761672,0.42775973199415,0.2818930493662,0.482196021440715,120.268,56.891,117.125,119.478
"Lgals9",233.68821180973,0.427598972782377,0.0988402070379749,0.236836089989467,223.354,175.923,242.47,293.006
"Tlk2",656.397042992973,0.427554883780189,0.0136475533402569,0.0527489952937804,553.232,566.28,766.451,739.626
"Ly6a",172.417243753182,0.427174150921026,0.644299577369425,0.793852466035445,231.372,63.017,145.893,249.387
"Rpe",403.281767727164,0.427106144309675,0.0334941503666626,0.105877482031531,345.913,342.219,448.98,476.016
"Sufu",86.783555381743,0.4270530255791,0.251804972727027,0.448987726062145,66.434,81.397,100.687,98.617
"Flt1",28.0978109741495,0.426971509531084,0.546072104412295,0.723443696600023,37.798,10.503,31.85,32.24
"Sepn1",35.571329467913,0.426729429731679,0.454342524157293,0.652944091827534,35.508,25.382,34.932,46.464
"Il6",3.40380138163275,0.426607890799889,0.804658396383405,NA,2.291,3.501,3.082,4.741
"Tnfrsf18",167.135145372256,0.426409752042018,0.198206651680334,0.382467520066452,116.832,168.046,142.81,240.853
"Mki67ip",194.52417081184,0.426390168596998,0.124346655018975,0.277856294104901,152.339,179.424,193.154,253.18
"Maea",397.888845065125,0.426253726550507,0.0387840142130251,0.118819916846635,365.385,314.211,464.391,447.569
"Matr3",1454.03613900128,0.426215928724687,0.00463993557945561,0.0221039675163776,1162.588,1318.11,1679.821,1655.625
"Tmed9",341.145150273005,0.426106201430268,0.0517341638038867,0.148933350116265,290.933,291.455,355.485,426.707
"Sec16a",1782.36932417017,0.426053521491419,0.00301517935142274,0.0154087540163795,1578.371,1464.275,2103.116,1983.715
"Ifi35",329.922034408059,0.426036905091773,0.0637491360927318,0.172734965305794,312.696,251.194,345.211,410.587
"Psmb8",1548.51934846232,0.425602330428383,0.00850914138312169,0.0361968482194696,1187.787,1454.648,1667.492,1884.15
"Ndufv2",221.105780321862,0.425302180354342,0.0928183177029464,0.226668357907128,174.102,203.055,245.552,261.714
"Mapre2",969.727002930431,0.425175550585366,0.0100242111864027,0.0412889304580099,870.509,785.965,1042.825,1179.609
"Mtf2",735.216126787112,0.42509876978427,0.0205394422268477,0.0728088277629061,553.232,701.067,819.876,866.69
"Tlr6",194.624873223131,0.425098113482506,0.122368059783104,0.274659198386629,140.885,190.802,223.976,222.836
"A730090N16Rik",4.87398834408211,0.424831497170485,0.780926015007474,NA,5.727,2.626,9.247,1.896
"Ube2l6",138.220479189079,0.424490930178514,0.179982021691822,0.358469205084574,138.594,98.027,154.112,162.149
"Klhdc4",146.129735141393,0.424482601152125,0.173005504375677,0.349202278535813,147.758,102.403,167.468,166.89
"Brms1",178.202443329115,0.424369030587651,0.131008297317228,0.288575210418368,155.775,148.791,178.77,229.474
"Med13l",1629.24474723081,0.424342340542369,0.00958548741271544,0.0398769528194879,1565.771,1218.333,1927.428,1805.447
"Etnk1",3068.07788552755,0.424314802359579,0.0016382045167125,0.00918089473851348,2535.931,2703.614,3638.072,3394.695
"Sbds",406.548963692389,0.423977037183095,0.0582219481897485,0.162430688833259,391.729,303.708,413.02,517.738
"Prpf40a",1268.07430818713,0.42361178155021,0.0059854723034848,0.0272898238483379,1033.157,1132.56,1516.463,1390.118
"Gm7008",3.55051829460192,0.423424564212334,0.811011803580897,NA,3.436,2.626,7.192,0.948
"Gm1965",7.27885269754099,0.423382836283781,0.772573161538345,NA,12.599,0,5.137,11.379
"Tceal8",44.7769044054962,0.423319433397832,0.399871301043807,0.604819284458952,34.362,42.011,53.426,49.308
"Zdhhc2",12.4502229987193,0.423079085010905,0.64917279913871,NA,12.599,8.752,12.329,16.12
"Brd2",2618.68083059514,0.423027398328229,0.0194227514975818,0.0698097766998354,2687.125,1789.864,2917.855,3079.879
"Slco3a1",130.889602612274,0.422950782461768,0.209723041988217,0.397243055510054,138.594,85.773,141.783,157.408
"Crebbp",3340.34129876366,0.422918046220661,0.00626263362633653,0.0283743664048949,3220.885,2489.18,3937.049,3714.251
"Gm15417",5.09580520451474,0.422828292164239,0.76784281119417,NA,3.436,5.251,4.11,7.586
"A430107O13Rik",5.8842308317552,0.422771022076502,0.762948922712437,NA,5.727,4.376,2.055,11.379
"Htra4",3.01547387236219,0.42262636981542,0.817221170159296,NA,3.436,1.75,3.082,3.793
"Nrp",34.9729557069092,0.422557195855749,0.494490106206712,0.684091162142999,43.525,16.63,38.014,41.723
"Syne2",351.979136030169,0.422397010226091,0.0589438661608225,0.163938100672706,339.04,263.447,386.308,419.122
"Atf4",1563.805936472,0.422282261429829,0.479048486785992,0.673702746638019,1846.396,827.101,1516.463,2065.264
"Magee2",2.22704824512173,0.422241121419282,0.856295657279449,NA,1.145,2.626,5.137,0
"Pdgfrb",8.89970470411739,0.422229661861278,0.708933832862101,NA,9.163,6.127,5.137,15.172
"Cbll1",314.692399156693,0.421675124860927,0.0645143131074257,0.174024789315922,298.951,239.816,348.293,371.71
"Tsr1",135.364296271932,0.421601524074589,0.174526469663669,0.351355741658897,129.431,102.403,154.112,155.511
"Surf4",1143.24549028468,0.420951907963746,0.0174794560217452,0.064101200773042,926.634,1028.406,1130.155,1487.787
"Comtd1",21.0451884173991,0.420829512426047,0.559777906660207,0.732818617867072,14.89,21.006,23.631,24.654
"Hnrnpa2b1",7630.92101321641,0.420441776113367,0.0023473297378668,0.0124528026691043,7112.978,5941.999,9010.418,8458.289
"Hist1h3g",16.5797864676565,0.420421221356607,0.633920380777065,NA,8.018,20.131,27.74,10.431
"Rnf40",412.378686997897,0.42041907049655,0.0359402249159863,0.112040419140972,368.821,336.967,470.555,473.171
"Haus8",486.089111089208,0.420415372606288,0.0300648647624868,0.0980171285279955,444.418,387.731,540.42,571.788
"Derl3",17.4822337152698,0.420363181908036,0.639315222414283,0.790154227542947,24.054,6.127,11.302,28.447
"Rps27l",211.20721320938,0.420272922955964,0.108238984967093,0.252421822183619,198.155,163.67,226.031,256.973
"Rrn3",476.90273787344,0.420045673179341,0.0400071046786695,0.12173719371909,434.109,382.48,486.994,604.028
"Sept2",1201.69352048631,0.419975400581945,0.00628201254846087,0.0284383794139058,988.486,1066.917,1421.941,1329.431
"Sh3bgrl",1276.38271804523,0.419508982358225,0.00750367979341353,0.0326849067961595,1019.412,1164.068,1397.283,1524.768
